height,years,reward_base_units,supply_base_units
28928319,110.0020,79853981,3942641886682965
28930949,110.0120,79853981,3942851902652995
28933579,110.0220,79853981,3943061918623025
28936209,110.0320,79853981,3943271934593055
28938839,110.0420,79853981,3943481950563085
28941469,110.0520,79853981,3943691966533115
28944099,110.0620,79853981,3943901982503145
28946729,110.0720,79853981,3944111998473175
28949359,110.0820,79853981,3944322014443205
28951989,110.0920,79853981,3944532030413235
28954619,110.1020,79853981,3944742046383265
28957249,110.1120,79853981,3944952062353295
28959879,110.1220,79853981,3945162078323325
28962509,110.1320,79853981,3945372094293355
28965139,110.1420,79853981,3945582110263385
28967769,110.1520,79853981,3945792126233415
28970399,110.1620,79853981,3946002142203445
28973029,110.1720,79853981,3946212158173475
28975659,110.1820,79853981,3946422174143505
28978289,110.1920,79853981,3946632190113535
28980919,110.2020,79853981,3946842206083565
28983549,110.2120,79853981,3947052222053595
28986179,110.2220,79853981,3947262238023625
28988809,110.2320,79853981,3947472253993655
28991439,110.2420,79853981,3947682269963685
28994069,110.2520,79853981,3947892285933715
28996699,110.2620,79853981,3948102301903745
28999329,110.2720,79853981,3948312317873775
29001959,110.2820,79853981,3948522333843805
29004589,110.2920,79853981,3948732349813835
29007219,110.3020,79853981,3948942365783865
29009849,110.3120,79853981,3949152381753895
29012479,110.3220,79853981,3949362397723925
29015109,110.3320,79853981,3949572413693955
29017739,110.3420,79853981,3949782429663985
29020369,110.3520,79853981,3949992445634015
29022999,110.3620,79853981,3950202461604045
29025629,110.3720,79853981,3950412477574075
29028259,110.3820,79853981,3950622493544105
29030889,110.3920,79853981,3950832509514135
29033519,110.4020,79853981,3951042525484165
29036149,110.4120,79853981,3951252541454195
29038779,110.4220,79853981,3951462557424225
29041409,110.4320,79853981,3951672573394255
29044039,110.4420,79853981,3951882589364285
29046669,110.4520,79853981,3952092605334315
29049299,110.4620,79853981,3952302621304345
29051929,110.4720,79853981,3952512637274375
29054559,110.4820,79853981,3952722653244405
29057189,110.4920,79853981,3952932669214435
29059819,110.5020,79853981,3953142685184465
29062449,110.5120,79853981,3953352701154495
29065079,110.5220,79853981,3953562717124525
29067709,110.5320,79853981,3953772733094555
29070339,110.5420,79853981,3953982749064585
29072969,110.5520,79853981,3954192765034615
29075599,110.5620,79853981,3954402781004645
29078229,110.5720,79853981,3954612796974675
29080859,110.5820,79853981,3954822812944705
29083489,110.5920,79853981,3955032828914735
29086119,110.6020,79853981,3955242844884765
29088749,110.6120,79853981,3955452860854795
29091379,110.6220,79853981,3955662876824825
29094009,110.6320,79853981,3955872892794855
29096639,110.6420,79853981,3956082908764885
29099269,110.6520,79853981,3956292924734915
29101899,110.6620,79853981,3956502940704945
29104529,110.6720,79853981,3956712956674975
29107159,110.6820,79853981,3956922972645005
29109789,110.6920,79853981,3957132988615035
29112419,110.7020,79853981,3957343004585065
29115049,110.7120,79853981,3957553020555095
29117679,110.7220,79853981,3957763036525125
29120309,110.7320,79853981,3957973052495155
29122939,110.7420,79853981,3958183068465185
29125569,110.7520,79853981,3958393084435215
29128199,110.7620,79853981,3958603100405245
29130829,110.7720,79853981,3958813116375275
29133459,110.7820,79853981,3959023132345305
29136089,110.7920,79853981,3959233148315335
29138719,110.8020,79853981,3959443164285365
29141349,110.8120,79853981,3959653180255395
29143979,110.8220,79853981,3959863196225425
29146609,110.8320,79853981,3960073212195455
29149239,110.8420,79853981,3960283228165485
29151869,110.8520,79853981,3960493244135515
29154499,110.8620,79853981,3960703260105545
29157129,110.8720,79853981,3960913276075575
29159759,110.8820,79853981,3961123292045605
29162389,110.8920,79853981,3961333308015635
29165019,110.9020,79853981,3961543323985665
29167649,110.9120,79853981,3961753339955695
29170279,110.9220,79853981,3961963355925725
29172909,110.9320,79853981,3962173371895755
29175539,110.9420,79853981,3962383387865785
29178169,110.9520,79853981,3962593403835815
29180799,110.9620,79853981,3962803419805845
29183429,110.9720,79853981,3963013435775875
29186059,110.9820,79853981,3963223451745905
29188689,110.9920,79853981,3963433467715935
29191319,111.0020,79853981,3963643483685965
29193949,111.0121,79853981,3963853499655995
29196579,111.0221,79853981,3964063515626025
29199209,111.0321,79853981,3964273531596055
29201839,111.0421,79853981,3964483547566085
29204469,111.0521,79853981,3964693563536115
29207099,111.0621,79853981,3964903579506145
29209729,111.0721,79853981,3965113595476175
29212359,111.0821,79853981,3965323611446205
29214989,111.0921,79853981,3965533627416235
29217619,111.1021,79853981,3965743643386265
29220249,111.1121,79853981,3965953659356295
29222879,111.1221,79853981,3966163675326325
29225509,111.1321,79853981,3966373691296355
29228139,111.1421,79853981,3966583707266385
29230769,111.1521,79853981,3966793723236415
29233399,111.1621,79853981,3967003739206445
29236029,111.1721,79853981,3967213755176475
29238659,111.1821,79853981,3967423771146505
29241289,111.1921,79853981,3967633787116535
29243919,111.2021,79853981,3967843803086565
29246549,111.2121,79853981,3968053819056595
29249179,111.2221,79853981,3968263835026625
29251809,111.2321,79853981,3968473850996655
29254439,111.2421,79853981,3968683866966685
29257069,111.2521,79853981,3968893882936715
29259699,111.2621,79853981,3969103898906745
29262329,111.2721,79853981,3969313914876775
29264959,111.2821,79853981,3969523930846805
29267589,111.2921,79853981,3969733946816835
29270219,111.3021,79853981,3969943962786865
29272849,111.3121,79853981,3970153978756895
29275479,111.3221,79853981,3970363994726925
29278109,111.3321,79853981,3970574010696955
29280739,111.3421,79853981,3970784026666985
29283369,111.3521,79853981,3970994042637015
29285999,111.3621,79853981,3971204058607045
29288629,111.3721,79853981,3971414074577075
29291259,111.3821,79853981,3971624090547105
29293889,111.3921,79853981,3971834106517135
29296519,111.4021,79853981,3972044122487165
29299149,111.4121,79853981,3972254138457195
29301779,111.4221,79853981,3972464154427225
29304409,111.4321,79853981,3972674170397255
29307039,111.4421,79853981,3972884186367285
29309669,111.4521,79853981,3973094202337315
29312299,111.4621,79853981,3973304218307345
29314929,111.4721,79853981,3973514234277375
29317559,111.4821,79853981,3973724250247405
29320189,111.4921,79853981,3973934266217435
29322819,111.5021,79853981,3974144282187465
29325449,111.5121,79853981,3974354298157495
29328079,111.5221,79853981,3974564314127525
29330709,111.5321,79853981,3974774330097555
29333339,111.5421,79853981,3974984346067585
29335969,111.5521,79853981,3975194362037615
29338599,111.5621,79853981,3975404378007645
29341229,111.5721,79853981,3975614393977675
29343859,111.5821,79853981,3975824409947705
29346489,111.5921,79853981,3976034425917735
29349119,111.6021,79853981,3976244441887765
29351749,111.6121,79853981,3976454457857795
29354379,111.6221,79853981,3976664473827825
29357009,111.6321,79853981,3976874489797855
29359639,111.6421,79853981,3977084505767885
29362269,111.6521,79853981,3977294521737915
29364899,111.6621,79853981,3977504537707945
29367529,111.6721,79853981,3977714553677975
29370159,111.6821,79853981,3977924569648005
29372789,111.6921,79853981,3978134585618035
29375419,111.7021,79853981,3978344601588065
29378049,111.7121,79853981,3978554617558095
29380679,111.7221,79853981,3978764633528125
29383309,111.7321,79853981,3978974649498155
29385939,111.7421,79853981,3979184665468185
29388569,111.7521,79853981,3979394681438215
29391199,111.7621,79853981,3979604697408245
29393829,111.7721,79853981,3979814713378275
29396459,111.7821,79853981,3980024729348305
29399089,111.7921,79853981,3980234745318335
29401719,111.8021,79853981,3980444761288365
29404349,111.8121,79853981,3980654777258395
29406979,111.8221,79853981,3980864793228425
29409609,111.8321,79853981,3981074809198455
29412239,111.8421,79853981,3981284825168485
29414869,111.8521,79853981,3981494841138515
29417499,111.8621,79853981,3981704857108545
29420129,111.8721,79853981,3981914873078575
29422759,111.8821,79853981,3982124889048605
29425389,111.8921,79853981,3982334905018635
29428019,111.9021,79853981,3982544920988665
29430649,111.9121,79853981,3982754936958695
29433279,111.9221,79853981,3982964952928725
29435909,111.9321,79853981,3983174968898755
29438539,111.9421,79853981,3983384984868785
29441169,111.9521,79853981,3983595000838815
29443799,111.9621,79853981,3983805016808845
29446429,111.9721,79853981,3984015032778875
29449059,111.9821,79853981,3984225048748905
29451689,111.9921,79853981,3984435064718935
29454319,112.0021,79853981,3984645080688965
29456949,112.0121,79853981,3984855096658995
29459579,112.0221,79853981,3985065112629025
29462209,112.0321,79853981,3985275128599055
29464839,112.0421,79853981,3985485144569085
29467469,112.0521,79853981,3985695160539115
29470099,112.0621,79853981,3985905176509145
29472729,112.0721,79853981,3986115192479175
29475359,112.0821,79853981,3986325208449205
29477989,112.0921,79853981,3986535224419235
29480619,112.1021,79853981,3986745240389265
29483249,112.1121,79853981,3986955256359295
29485879,112.1221,79853981,3987165272329325
29488509,112.1321,79853981,3987375288299355
29491139,112.1421,79853981,3987585304269385
29493769,112.1521,79853981,3987795320239415
29496399,112.1621,79853981,3988005336209445
29499029,112.1721,79853981,3988215352179475
29501659,112.1821,79853981,3988425368149505
29504289,112.1921,79853981,3988635384119535
29506919,112.2021,79853981,3988845400089565
29509549,112.2121,79853981,3989055416059595
29512179,112.2221,79853981,3989265432029625
29514809,112.2321,79853981,3989475447999655
29517439,112.2421,79853981,3989685463969685
29520069,112.2521,79853981,3989895479939715
29522699,112.2621,79853981,3990105495909745
29525329,112.2721,79853981,3990315511879775
29527959,112.2821,79853981,3990525527849805
29530589,112.2921,79853981,3990735543819835
29533219,112.3021,79853981,3990945559789865
29535849,112.3121,79853981,3991155575759895
29538479,112.3221,79853981,3991365591729925
29541109,112.3322,79853981,3991575607699955
29543739,112.3422,79853981,3991785623669985
29546369,112.3522,79853981,3991995639640015
29548999,112.3622,79853981,3992205655610045
29551629,112.3722,79853981,3992415671580075
29554259,112.3822,79853981,3992625687550105
29556889,112.3922,79853981,3992835703520135
29559519,112.4022,79853981,3993045719490165
29562149,112.4122,79853981,3993255735460195
29564779,112.4222,79853981,3993465751430225
29567409,112.4322,79853981,3993675767400255
29570039,112.4422,79853981,3993885783370285
29572669,112.4522,79853981,3994095799340315
29575299,112.4622,79853981,3994305815310345
29577929,112.4722,79853981,3994515831280375
29580559,112.4822,79853981,3994725847250405
29583189,112.4922,79853981,3994935863220435
29585819,112.5022,79853981,3995145879190465
29588449,112.5122,79853981,3995355895160495
29591079,112.5222,79853981,3995565911130525
29593709,112.5322,79853981,3995775927100555
29596339,112.5422,79853981,3995985943070585
29598969,112.5522,79853981,3996195959040615
29601599,112.5622,79853981,3996405975010645
29604229,112.5722,79853981,3996615990980675
29606859,112.5822,79853981,3996826006950705
29609489,112.5922,79853981,3997036022920735
29612119,112.6022,79853981,3997246038890765
29614749,112.6122,79853981,3997456054860795
29617379,112.6222,79853981,3997666070830825
29620009,112.6322,79853981,3997876086800855
29622639,112.6422,79853981,3998086102770885
29625269,112.6522,79853981,3998296118740915
29627899,112.6622,79853981,3998506134710945
29630529,112.6722,79853981,3998716150680975
29633159,112.6822,79853981,3998926166651005
29635789,112.6922,79853981,3999136182621035
29638419,112.7022,79853981,3999346198591065
29641049,112.7122,79853981,3999556214561095
29643679,112.7222,79853981,3999766230531125
29646309,112.7322,79853981,3999976246501155
29648939,112.7422,79853981,4000186262471185
29651569,112.7522,79853981,4000396278441215
29654199,112.7622,79853981,4000606294411245
29656829,112.7722,79853981,4000816310381275
29659459,112.7822,79853981,4001026326351305
29662089,112.7922,79853981,4001236342321335
29664719,112.8022,79853981,4001446358291365
29667349,112.8122,79853981,4001656374261395
29669979,112.8222,79853981,4001866390231425
29672609,112.8322,79853981,4002076406201455
29675239,112.8422,79853981,4002286422171485
29677869,112.8522,79853981,4002496438141515
29680499,112.8622,79853981,4002706454111545
29683129,112.8722,79853981,4002916470081575
29685759,112.8822,79853981,4003126486051605
29688389,112.8922,79853981,4003336502021635
29691019,112.9022,79853981,4003546517991665
29693649,112.9122,79853981,4003756533961695
29696279,112.9222,79853981,4003966549931725
29698909,112.9322,79853981,4004176565901755
29701539,112.9422,79853981,4004386581871785
29704169,112.9522,79853981,4004596597841815
29706799,112.9622,79853981,4004806613811845
29709429,112.9722,79853981,4005016629781875
29712059,112.9822,79853981,4005226645751905
29714689,112.9922,79853981,4005436661721935
29717319,113.0022,79853981,4005646677691965
29719949,113.0122,79853981,4005856693661995
29722579,113.0222,79853981,4006066709632025
29725209,113.0322,79853981,4006276725602055
29727839,113.0422,79853981,4006486741572085
29730469,113.0522,79853981,4006696757542115
29733099,113.0622,79853981,4006906773512145
29735729,113.0722,79853981,4007116789482175
29738359,113.0822,79853981,4007326805452205
29740989,113.0922,79853981,4007536821422235
29743619,113.1022,79853981,4007746837392265
29746249,113.1122,79853981,4007956853362295
29748879,113.1222,79853981,4008166869332325
29751509,113.1322,79853981,4008376885302355
29754139,113.1422,79853981,4008586901272385
29756769,113.1522,79853981,4008796917242415
29759399,113.1622,79853981,4009006933212445
29762029,113.1722,79853981,4009216949182475
29764659,113.1822,79853981,4009426965152505
29767289,113.1922,79853981,4009636981122535
29769919,113.2022,79853981,4009846997092565
29772549,113.2122,79853981,4010057013062595
29775179,113.2222,79853981,4010267029032625
29777809,113.2322,79853981,4010477045002655
29780439,113.2422,79853981,4010687060972685
29783069,113.2522,79853981,4010897076942715
29785699,113.2622,79853981,4011107092912745
29788329,113.2722,79853981,4011317108882775
29790959,113.2822,79853981,4011527124852805
29793589,113.2922,79853981,4011737140822835
29796219,113.3022,79853981,4011947156792865
29798849,113.3122,79853981,4012157172762895
29801479,113.3222,79853981,4012367188732925
29804109,113.3322,79853981,4012577204702955
29806739,113.3422,79853981,4012787220672985
29809369,113.3522,79853981,4012997236643015
29811999,113.3622,79853981,4013207252613045
29814629,113.3722,79853981,4013417268583075
29817259,113.3822,79853981,4013627284553105
29819889,113.3922,79853981,4013837300523135
29822519,113.4022,79853981,4014047316493165
29825149,113.4122,79853981,4014257332463195
29827779,113.4222,79853981,4014467348433225
29830409,113.4322,79853981,4014677364403255
29833039,113.4422,79853981,4014887380373285
29835669,113.4522,79853981,4015097396343315
29838299,113.4622,79853981,4015307412313345
29840929,113.4722,79853981,4015517428283375
29843559,113.4822,79853981,4015727444253405
29846189,113.4922,79853981,4015937460223435
29848819,113.5022,79853981,4016147476193465
29851449,113.5122,79853981,4016357492163495
29854079,113.5222,79853981,4016567508133525
29856709,113.5322,79853981,4016777524103555
29859339,113.5422,79853981,4016987540073585
29861969,113.5522,79853981,4017197556043615
29864599,113.5622,79853981,4017407572013645
29867229,113.5722,79853981,4017617587983675
29869859,113.5822,79853981,4017827603953705
29872489,113.5922,79853981,4018037619923735
29875119,113.6022,79853981,4018247635893765
29877749,113.6122,79853981,4018457651863795
29880379,113.6222,79853981,4018667667833825
29883009,113.6322,79853981,4018877683803855
29885639,113.6423,79853981,4019087699773885
29888269,113.6523,79853981,4019297715743915
29890899,113.6623,79853981,4019507731713945
29893529,113.6723,79853981,4019717747683975
29896159,113.6823,79853981,4019927763654005
29898789,113.6923,79853981,4020137779624035
29901419,113.7023,79853981,4020347795594065
29904049,113.7123,79853981,4020557811564095
29906679,113.7223,79853981,4020767827534125
29909309,113.7323,79853981,4020977843504155
29911939,113.7423,79853981,4021187859474185
29914569,113.7523,79853981,4021397875444215
29917199,113.7623,79853981,4021607891414245
29919829,113.7723,79853981,4021817907384275
29922459,113.7823,79853981,4022027923354305
29925089,113.7923,79853981,4022237939324335
29927719,113.8023,79853981,4022447955294365
29930349,113.8123,79853981,4022657971264395
29932979,113.8223,79853981,4022867987234425
29935609,113.8323,79853981,4023078003204455
29938239,113.8423,79853981,4023288019174485
29940869,113.8523,79853981,4023498035144515
29943499,113.8623,79853981,4023708051114545
29946129,113.8723,79853981,4023918067084575
29948759,113.8823,79853981,4024128083054605
29951389,113.8923,79853981,4024338099024635
29954019,113.9023,79853981,4024548114994665
29956649,113.9123,79853981,4024758130964695
29959279,113.9223,79853981,4024968146934725
29961909,113.9323,79853981,4025178162904755
29964539,113.9423,79853981,4025388178874785
29967169,113.9523,79853981,4025598194844815
29969799,113.9623,79853981,4025808210814845
29972429,113.9723,79853981,4026018226784875
29975059,113.9823,79853981,4026228242754905
29977689,113.9923,79853981,4026438258724935
29980319,114.0023,79853981,4026648274694965
29982949,114.0123,79853981,4026858290664995
29985579,114.0223,79853981,4027068306635025
29988209,114.0323,79853981,4027278322605055
29990839,114.0423,79853981,4027488338575085
29993469,114.0523,79853981,4027698354545115
29996099,114.0623,79853981,4027908370515145
29998729,114.0723,79853981,4028118386485175
30001359,114.0823,79853981,4028328402455205
30003989,114.0923,79853981,4028538418425235
30006619,114.1023,79853981,4028748434395265
30009249,114.1123,79853981,4028958450365295
30011879,114.1223,79853981,4029168466335325
30014509,114.1323,79853981,4029378482305355
30017139,114.1423,79853981,4029588498275385
30019769,114.1523,79853981,4029798514245415
30022399,114.1623,79853981,4030008530215445
30025029,114.1723,79853981,4030218546185475
30027659,114.1823,79853981,4030428562155505
30030289,114.1923,79853981,4030638578125535
30032919,114.2023,79853981,4030848594095565
30035549,114.2123,79853981,4031058610065595
30038179,114.2223,79853981,4031268626035625
30040809,114.2323,79853981,4031478642005655
30043439,114.2423,79853981,4031688657975685
30046069,114.2523,79853981,4031898673945715
30048699,114.2623,79853981,4032108689915745
30051329,114.2723,79853981,4032318705885775
30053959,114.2823,79853981,4032528721855805
30056589,114.2923,79853981,4032738737825835
30059219,114.3023,79853981,4032948753795865
30061849,114.3123,79853981,4033158769765895
30064479,114.3223,79853981,4033368785735925
30067109,114.3323,79853981,4033578801705955
30069739,114.3423,79853981,4033788817675985
30072369,114.3523,79853981,4033998833646015
30074999,114.3623,79853981,4034208849616045
30077629,114.3723,79853981,4034418865586075
30080259,114.3823,79853981,4034628881556105
30082889,114.3923,79853981,4034838897526135
30085519,114.4023,79853981,4035048913496165
30088149,114.4123,79853981,4035258929466195
30090779,114.4223,79853981,4035468945436225
30093409,114.4323,79853981,4035678961406255
30096039,114.4423,79853981,4035888977376285
30098669,114.4523,79853981,4036098993346315
30101299,114.4623,79853981,4036309009316345
30103929,114.4723,79853981,4036519025286375
30106559,114.4823,79853981,4036729041256405
30109189,114.4923,79853981,4036939057226435
30111819,114.5023,79853981,4037149073196465
30114449,114.5123,79853981,4037359089166495
30117079,114.5223,79853981,4037569105136525
30119709,114.5323,79853981,4037779121106555
30122339,114.5423,79853981,4037989137076585
30124969,114.5523,79853981,4038199153046615
30127599,114.5623,79853981,4038409169016645
30130229,114.5723,79853981,4038619184986675
30132859,114.5823,79853981,4038829200956705
30135489,114.5923,79853981,4039039216926735
30138119,114.6023,79853981,4039249232896765
30140749,114.6123,79853981,4039459248866795
30143379,114.6223,79853981,4039669264836825
30146009,114.6323,79853981,4039879280806855
30148639,114.6423,79853981,4040089296776885
30151269,114.6523,79853981,4040299312746915
30153899,114.6623,79853981,4040509328716945
30156529,114.6723,79853981,4040719344686975
30159159,114.6823,79853981,4040929360657005
30161789,114.6923,79853981,4041139376627035
30164419,114.7023,79853981,4041349392597065
30167049,114.7123,79853981,4041559408567095
30169679,114.7223,79853981,4041769424537125
30172309,114.7323,79853981,4041979440507155
30174939,114.7423,79853981,4042189456477185
30177569,114.7523,79853981,4042399472447215
30180199,114.7623,79853981,4042609488417245
30182829,114.7723,79853981,4042819504387275
30185459,114.7823,79853981,4043029520357305
30188089,114.7923,79853981,4043239536327335
30190719,114.8023,79853981,4043449552297365
30193349,114.8123,79853981,4043659568267395
30195979,114.8223,79853981,4043869584237425
30198609,114.8323,79853981,4044079600207455
30201239,114.8423,79853981,4044289616177485
30203869,114.8523,79853981,4044499632147515
30206499,114.8623,79853981,4044709648117545
30209129,114.8723,79853981,4044919664087575
30211759,114.8823,79853981,4045129680057605
30214389,114.8923,79853981,4045339696027635
30217019,114.9023,79853981,4045549711997665
30219649,114.9123,79853981,4045759727967695
30222279,114.9223,79853981,4045969743937725
30224909,114.9323,79853981,4046179759907755
30227539,114.9423,79853981,4046389775877785
30230169,114.9523,79853981,4046599791847815
30232799,114.9624,79853981,4046809807817845
30235429,114.9724,79853981,4047019823787875
30238059,114.9824,79853981,4047229839757905
30240689,114.9924,79853981,4047439855727935
30243319,115.0024,79853981,4047649871697965
30245949,115.0124,79853981,4047859887667995
30248579,115.0224,79853981,4048069903638025
30251209,115.0324,79853981,4048279919608055
30253839,115.0424,79853981,4048489935578085
30256469,115.0524,79853981,4048699951548115
30259099,115.0624,79853981,4048909967518145
30261729,115.0724,79853981,4049119983488175
30264359,115.0824,79853981,4049329999458205
30266989,115.0924,79853981,4049540015428235
30269619,115.1024,79853981,4049750031398265
30272249,115.1124,79853981,4049960047368295
30274879,115.1224,79853981,4050170063338325
30277509,115.1324,79853981,4050380079308355
30280139,115.1424,79853981,4050590095278385
30282769,115.1524,79853981,4050800111248415
30285399,115.1624,79853981,4051010127218445
30288029,115.1724,79853981,4051220143188475
30290659,115.1824,79853981,4051430159158505
30293289,115.1924,79853981,4051640175128535
30295919,115.2024,79853981,4051850191098565
30298549,115.2124,79853981,4052060207068595
30301179,115.2224,79853981,4052270223038625
30303809,115.2324,79853981,4052480239008655
30306439,115.2424,79853981,4052690254978685
30309069,115.2524,79853981,4052900270948715
30311699,115.2624,79853981,4053110286918745
30314329,115.2724,79853981,4053320302888775
30316959,115.2824,79853981,4053530318858805
30319589,115.2924,79853981,4053740334828835
30322219,115.3024,79853981,4053950350798865
30324849,115.3124,79853981,4054160366768895
30327479,115.3224,79853981,4054370382738925
30330109,115.3324,79853981,4054580398708955
30332739,115.3424,79853981,4054790414678985
30335369,115.3524,79853981,4055000430649015
30337999,115.3624,79853981,4055210446619045
30340629,115.3724,79853981,4055420462589075
30343259,115.3824,79853981,4055630478559105
30345889,115.3924,79853981,4055840494529135
30348519,115.4024,79853981,4056050510499165
30351149,115.4124,79853981,4056260526469195
30353779,115.4224,79853981,4056470542439225
30356409,115.4324,79853981,4056680558409255
30359039,115.4424,79853981,4056890574379285
30361669,115.4524,79853981,4057100590349315
30364299,115.4624,79853981,4057310606319345
30366929,115.4724,79853981,4057520622289375
30369559,115.4824,79853981,4057730638259405
30372189,115.4924,79853981,4057940654229435
30374819,115.5024,79853981,4058150670199465
30377449,115.5124,79853981,4058360686169495
30380079,115.5224,79853981,4058570702139525
30382709,115.5324,79853981,4058780718109555
30385339,115.5424,79853981,4058990734079585
30387969,115.5524,79853981,4059200750049615
30390599,115.5624,79853981,4059410766019645
30393229,115.5724,79853981,4059620781989675
30395859,115.5824,79853981,4059830797959705
30398489,115.5924,79853981,4060040813929735
30401119,115.6024,79853981,4060250829899765
30403749,115.6124,79853981,4060460845869795
30406379,115.6224,79853981,4060670861839825
30409009,115.6324,79853981,4060880877809855
30411639,115.6424,79853981,4061090893779885
30414269,115.6524,79853981,4061300909749915
30416899,115.6624,79853981,4061510925719945
30419529,115.6724,79853981,4061720941689975
30422159,115.6824,79853981,4061930957660005
30424789,115.6924,79853981,4062140973630035
30427419,115.7024,79853981,4062350989600065
30430049,115.7124,79853981,4062561005570095
30432679,115.7224,79853981,4062771021540125
30435309,115.7324,79853981,4062981037510155
30437939,115.7424,79853981,4063191053480185
30440569,115.7524,79853981,4063401069450215
30443199,115.7624,79853981,4063611085420245
30445829,115.7724,79853981,4063821101390275
30448459,115.7824,79853981,4064031117360305
30451089,115.7924,79853981,4064241133330335
30453719,115.8024,79853981,4064451149300365
30456349,115.8124,79853981,4064661165270395
30458979,115.8224,79853981,4064871181240425
30461609,115.8324,79853981,4065081197210455
30464239,115.8424,79853981,4065291213180485
30466869,115.8524,79853981,4065501229150515
30469499,115.8624,79853981,4065711245120545
30472129,115.8724,79853981,4065921261090575
30474759,115.8824,79853981,4066131277060605
30477389,115.8924,79853981,4066341293030635
30480019,115.9024,79853981,4066551309000665
30482649,115.9124,79853981,4066761324970695
30485279,115.9224,79853981,4066971340940725
30487909,115.9324,79853981,4067181356910755
30490539,115.9424,79853981,4067391372880785
30493169,115.9524,79853981,4067601388850815
30495799,115.9624,79853981,4067811404820845
30498429,115.9724,79853981,4068021420790875
30501059,115.9824,79853981,4068231436760905
30503689,115.9924,79853981,4068441452730935
30506319,116.0024,79853981,4068651468700965
30508949,116.0124,79853981,4068861484670995
30511579,116.0224,79853981,4069071500641025
30514209,116.0324,79853981,4069281516611055
30516839,116.0424,79853981,4069491532581085
30519469,116.0524,79853981,4069701548551115
30522099,116.0624,79853981,4069911564521145
30524729,116.0724,79853981,4070121580491175
30527359,116.0824,79853981,4070331596461205
30529989,116.0924,79853981,4070541612431235
30532619,116.1024,79853981,4070751628401265
30535249,116.1124,79853981,4070961644371295
30537879,116.1224,79853981,4071171660341325
30540509,116.1324,79853981,4071381676311355
30543139,116.1424,79853981,4071591692281385
30545769,116.1524,79853981,4071801708251415
30548399,116.1624,79853981,4072011724221445
30551029,116.1724,79853981,4072221740191475
30553659,116.1824,79853981,4072431756161505
30556289,116.1924,79853981,4072641772131535
30558919,116.2024,79853981,4072851788101565
30561549,116.2124,79853981,4073061804071595
30564179,116.2224,79853981,4073271820041625
30566809,116.2324,79853981,4073481836011655
30569439,116.2424,79853981,4073691851981685
30572069,116.2524,79853981,4073901867951715
30574699,116.2624,79853981,4074111883921745
30577329,116.2725,79853981,4074321899891775
30579959,116.2825,79853981,4074531915861805
30582589,116.2925,79853981,4074741931831835
30585219,116.3025,79853981,4074951947801865
30587849,116.3125,79853981,4075161963771895
30590479,116.3225,79853981,4075371979741925
30593109,116.3325,79853981,4075581995711955
30595739,116.3425,79853981,4075792011681985
30598369,116.3525,79853981,4076002027652015
30600999,116.3625,79853981,4076212043622045
30603629,116.3725,79853981,4076422059592075
30606259,116.3825,79853981,4076632075562105
30608889,116.3925,79853981,4076842091532135
30611519,116.4025,79853981,4077052107502165
30614149,116.4125,79853981,4077262123472195
30616779,116.4225,79853981,4077472139442225
30619409,116.4325,79853981,4077682155412255
30622039,116.4425,79853981,4077892171382285
30624669,116.4525,79853981,4078102187352315
30627299,116.4625,79853981,4078312203322345
30629929,116.4725,79853981,4078522219292375
30632559,116.4825,79853981,4078732235262405
30635189,116.4925,79853981,4078942251232435
30637819,116.5025,79853981,4079152267202465
30640449,116.5125,79853981,4079362283172495
30643079,116.5225,79853981,4079572299142525
30645709,116.5325,79853981,4079782315112555
30648339,116.5425,79853981,4079992331082585
30650969,116.5525,79853981,4080202347052615
30653599,116.5625,79853981,4080412363022645
30656229,116.5725,79853981,4080622378992675
30658859,116.5825,79853981,4080832394962705
30661489,116.5925,79853981,4081042410932735
30664119,116.6025,79853981,4081252426902765
30666749,116.6125,79853981,4081462442872795
30669379,116.6225,79853981,4081672458842825
30672009,116.6325,79853981,4081882474812855
30674639,116.6425,79853981,4082092490782885
30677269,116.6525,79853981,4082302506752915
30679899,116.6625,79853981,4082512522722945
30682529,116.6725,79853981,4082722538692975
30685159,116.6825,79853981,4082932554663005
30687789,116.6925,79853981,4083142570633035
30690419,116.7025,79853981,4083352586603065
30693049,116.7125,79853981,4083562602573095
30695679,116.7225,79853981,4083772618543125
30698309,116.7325,79853981,4083982634513155
30700939,116.7425,79853981,4084192650483185
30703569,116.7525,79853981,4084402666453215
30706199,116.7625,79853981,4084612682423245
30708829,116.7725,79853981,4084822698393275
30711459,116.7825,79853981,4085032714363305
30714089,116.7925,79853981,4085242730333335
30716719,116.8025,79853981,4085452746303365
30719349,116.8125,79853981,4085662762273395
30721979,116.8225,79853981,4085872778243425
30724609,116.8325,79853981,4086082794213455
30727239,116.8425,79853981,4086292810183485
30729869,116.8525,79853981,4086502826153515
30732499,116.8625,79853981,4086712842123545
30735129,116.8725,79853981,4086922858093575
30737759,116.8825,79853981,4087132874063605
30740389,116.8925,79853981,4087342890033635
30743019,116.9025,79853981,4087552906003665
30745649,116.9125,79853981,4087762921973695
30748279,116.9225,79853981,4087972937943725
30750909,116.9325,79853981,4088182953913755
30753539,116.9425,79853981,4088392969883785
30756169,116.9525,79853981,4088602985853815
30758799,116.9625,79853981,4088813001823845
30761429,116.9725,79853981,4089023017793875
30764059,116.9825,79853981,4089233033763905
