height,years,reward_base_units,supply_base_units
3758270,14.2911,116195955,1923018345717860
3760900,14.3011,115994695,1923323676246153
3763530,14.3111,115793783,1923628477918198
3766160,14.3211,115593219,1923932751650015
3768790,14.3311,115393003,1924236498356075
3771420,14.3411,115193133,1924539718949233
3774050,14.3511,114993610,1924842414340679
3776680,14.3611,114794432,1925144585440162
3779310,14.3711,114595599,1925446233155751
3781940,14.3811,114397110,1925747358394015
3784570,14.3911,114198966,1926047962059950
3787200,14.4011,114001164,1926348045056956
3789830,14.4111,113803705,1926647608286840
3792460,14.4211,113606588,1926946652649866
3795090,14.4311,113409813,1927245179044821
3797720,14.4411,113213378,1927543188368809
3800350,14.4511,113017284,1927840681517453
3802980,14.4611,112821529,1928137659384796
3805610,14.4711,112626114,1928434122863364
3808240,14.4811,112431036,1928730072844077
3810870,14.4911,112236297,1929025510216438
3813500,14.5011,112041895,1929320435868240
3816130,14.5111,111847830,1929614850685819
3818760,14.5211,111654101,1929908755554058
3821390,14.5311,111460707,1930202151356184
3824020,14.5411,111267649,1930495038973948
3826650,14.5511,111074924,1930787419287563
3829280,14.5611,110882534,1931079293175747
3831910,14.5711,110690477,1931370661515615
3834540,14.5811,110498752,1931661525182836
3837170,14.5911,110307360,1931951885051562
3839800,14.6011,110116299,1932241741994407
3842430,14.6111,109925569,1932531096882479
3845060,14.6211,109735169,1932819950585333
3847690,14.6311,109545099,1933108303971093
3850320,14.6411,109355359,1933396157906335
3852950,14.6511,109165947,1933683513256243
3855580,14.6611,108976863,1933970370884278
3858210,14.6711,108788106,1934256731652565
3860840,14.6811,108599677,1934542596421703
3863470,14.6911,108411574,1934827966050789
3866100,14.7011,108223797,1935112841397504
3868730,14.7111,108036345,1935397223317890
3871360,14.7211,107849217,1935681112666679
3873990,14.7311,107662414,1935964510297044
3876620,14.7411,107475934,1936247417060614
3879250,14.7511,107289778,1936529833807650
3881880,14.7611,107103943,1936811761386882
3884510,14.7711,106918431,1937093200645654
3887140,14.7811,106733240,1937374152429743
3889770,14.7911,106548370,1937654617583463
3892400,14.8011,106363819,1937934596949683
3895030,14.8111,106179589,1938214091369886
3897660,14.8211,105995678,1938493101683969
3900290,14.8311,105812085,1938771628730458
3902920,14.8411,105628810,1939049673346437
3905550,14.8511,105445853,1939327236367511
3908180,14.8611,105263213,1939604318627820
3910810,14.8711,105080888,1939880920960078
3913440,14.8811,104898880,1940157044195578
3916070,14.8911,104717187,1940432689164143
3918700,14.9011,104535809,1940707856694170
3921330,14.9111,104354745,1940982547612646
3923960,14.9211,104173994,1941256762745062
3926590,14.9311,103993557,1941530502915526
3929220,14.9411,103813432,1941803768946714
3931850,14.9511,103633619,1942076561659847
3934480,14.9611,103454117,1942348881874743
3937110,14.9711,103274927,1942620730409823
3939740,14.9811,103096046,1942892108082056
3942370,14.9911,102917476,1943163015707049
3945000,15.0011,102739215,1943433454098964
3947630,15.0111,102561263,1943703424070552
3950260,15.0211,102383619,1943972926433118
3952890,15.0311,102206282,1944241961996652
3955520,15.0411,102029253,1944510531569648
3958150,15.0511,101852530,1944778635959216
3960780,15.0611,101676114,1945046275971090
3963410,15.0711,101500003,1945313452409643
3966040,15.0811,101324197,1945580166077831
3968670,15.0911,101148696,1945846417777203
3971300,15.1011,100973498,1946112208307899
3973930,15.1111,100798604,1946377538468682
3976560,15.1211,100624013,1946642409057003
3979190,15.1312,100449724,1946906820868837
3981820,15.1412,100275738,1947170774698835
3984450,15.1512,100102053,1947434271340253
3987080,15.1612,99928668,1947697311585004
3989710,15.1712,99755584,1947959896223598
3992340,15.1812,99582799,1948222026045132
3994970,15.1912,99410314,1948483701837386
3997600,15.2012,99238128,1948744924386815
4000230,15.2112,99066240,1949005694478463
4002860,15.2212,98894649,1949266012895986
4005490,15.2312,98723356,1949525880421747
4008120,15.2412,98552359,1949785297836727
4010750,15.2512,98381659,1950044265920557
4013380,15.2612,98211254,1950302785451501
4016010,15.2712,98041145,1950560857206502
4018640,15.2812,97871330,1950818481961169
4021270,15.2912,97701809,1951075660489690
4023900,15.3012,97532582,1951332393564984
4026530,15.3112,97363648,1951588681958591
4029160,15.3212,97195006,1951844526440771
4031790,15.3312,97026657,1952099927780394
4034420,15.3412,96858599,1952354886745029
4037050,15.3512,96690833,1952609404100910
4039680,15.3612,96523357,1952863480612877
4042310,15.3712,96356171,1953117117044567
4044940,15.3812,96189275,1953370314158217
4047570,15.3912,96022667,1953623072714760
4050200,15.4012,95856348,1953875393473823
4052830,15.4112,95690318,1954127277193690
4055460,15.4212,95524575,1954378724631351
4058090,15.4312,95359119,1954629736542498
4060720,15.4412,95193949,1954880313681449
4063350,15.4512,95029066,1955130456801288
4065980,15.4612,94864468,1955380166653760
4068610,15.4712,94700156,1955629443989307
4071240,15.4812,94536128,1955878289557120
4073870,15.4912,94372384,1956126704105033
4076500,15.5012,94208923,1956374688379623
4079130,15.5112,94045746,1956622243126113
4081760,15.5212,93882852,1956869369088564
4084390,15.5312,93720239,1957116067009625
4087020,15.5412,93557908,1957362337630664
4089650,15.5512,93395859,1957608181691819
4092280,15.5612,93234090,1957853599931923
4094910,15.5712,93072601,1958098593088531
4097540,15.5812,92911392,1958343161897938
4100170,15.5912,92750462,1958587307095112
4102800,15.6012,92589811,1958831029413833
4105430,15.6112,92429439,1959074329586507
4108060,15.6212,92269344,1959317208344356
4110690,15.6312,92109526,1959559666417272
4113320,15.6412,91949985,1959801704533950
4115950,15.6512,91790721,1960043323421786
4118580,15.6612,91631732,1960284523806875
4121210,15.6712,91473019,1960525306414138
4123840,15.6812,91314580,1960765671967184
4126470,15.6912,91156416,1961005621188388
4129100,15.7012,90998526,1961245154798820
4131730,15.7112,90840910,1961484273518448
4134360,15.7212,90683566,1961722978065810
4136990,15.7312,90526495,1961961269158324
4139620,15.7412,90369696,1962199147512105
4142250,15.7512,90213169,1962436613842056
4144880,15.7612,90056913,1962673668861849
4147510,15.7712,89900927,1962910313283915
4150140,15.7812,89745212,1963146547819421
4152770,15.7912,89589766,1963382373178310
4155400,15.8012,89434589,1963617790069310
4158030,15.8112,89279682,1963852799199960
4160660,15.8212,89125042,1964087401276495
4163290,15.8312,88970671,1964321597003977
4165920,15.8412,88816567,1964555387086236
4168550,15.8512,88662730,1964788772225873
4171180,15.8612,88509159,1965021753124280
4173810,15.8712,88355854,1965254330481618
4176440,15.8812,88202815,1965486504996887
4179070,15.8912,88050041,1965718277367826
4181700,15.9012,87897531,1965949648290952
4184330,15.9112,87745286,1966180618461662
4186960,15.9212,87593304,1966411188574117
4189590,15.9312,87441586,1966641359321142
4192220,15.9412,87290130,1966871131394516
4194850,15.9512,87138937,1967100505484758
4197480,15.9612,86988005,1967329482281110
4200110,15.9712,86837335,1967558062471823
4202740,15.9812,86686926,1967786246743855
4205370,15.9912,86536778,1968014035782962
4208000,16.0012,86386890,1968241430273705
4210630,16.0112,86237261,1968468430899500
4213260,16.0212,86087891,1968695038342577
4215890,16.0312,85938780,1968921253283919
4218520,16.0412,85789928,1969147076403393
4221150,16.0512,85641333,1969372508379616
4223780,16.0612,85492995,1969597549890121
4226410,16.0712,85344915,1969822201611227
4229040,16.0812,85197091,1970046464218077
4231670,16.0912,85049522,1970270338384617
4234300,16.1012,84902210,1970493824783693
4236930,16.1112,84755153,1970716924086917
4239560,16.1212,84608350,1970939636964773
4242190,16.1312,84461802,1971161964086600
4244820,16.1412,84315508,1971383906120572
4247450,16.1512,84169467,1971605463733652
4250080,16.1612,84023679,1971826637591705
4252710,16.1712,83878143,1972047428359421
4255340,16.1812,83732860,1972267836700357
4257970,16.1912,83587828,1972487863276888
4260600,16.2012,83443047,1972707508750227
4263230,16.2112,83298517,1972926773780483
4265860,16.2212,83154238,1973145659026668
4268490,16.2312,83010208,1973364165146582
4271120,16.2412,82866428,1973582292796870
4273750,16.2512,82722897,1973800042633084
4276380,16.2612,82579615,1974017415309642
4279010,16.2712,82436580,1974234411479801
4281640,16.2812,82293794,1974451031795719
4284270,16.2912,82151254,1974667276908392
4286900,16.3012,82008962,1974883147467681
4289530,16.3112,81866916,1975098644122364
4292160,16.3212,81725116,1975313767520080
4294790,16.3312,81583562,1975528518307322
4297420,16.3412,81442253,1975742897129495
4300050,16.3512,81301189,1975956904630865
4302680,16.3612,81160368,1976170541454585
4305310,16.3712,81019792,1976383808242714
4307940,16.3812,80879460,1976596705636135
4310570,16.3912,80739370,1976809234274694
4313200,16.4012,80599523,1977021394797119
4315830,16.4112,80459919,1977233187841029
4318460,16.4212,80320556,1977444614042913
4321090,16.4312,80181434,1977655674038131
4323720,16.4413,80042554,1977866368461035
4326350,16.4513,79903914,1978076697944765
4327298,16.4549,79854000,1978152423168364
4327299,16.4549,79853981,1978152503022345
4329929,16.4649,79853981,1978362518992375
4332559,16.4749,79853981,1978572534962405
4335189,16.4849,79853981,1978782550932435
4337819,16.4949,79853981,1978992566902465
4340449,16.5049,79853981,1979202582872495
4343079,16.5149,79853981,1979412598842525
4345709,16.5249,79853981,1979622614812555
4348339,16.5349,79853981,1979832630782585
4350969,16.5449,79853981,1980042646752615
4353599,16.5549,79853981,1980252662722645
4356229,16.5649,79853981,1980462678692675
4358859,16.5749,79853981,1980672694662705
4361489,16.5849,79853981,1980882710632735
4364119,16.5949,79853981,1981092726602765
4366749,16.6049,79853981,1981302742572795
4369379,16.6149,79853981,1981512758542825
4372009,16.6249,79853981,1981722774512855
4374639,16.6349,79853981,1981932790482885
4377269,16.6449,79853981,1982142806452915
4379899,16.6549,79853981,1982352822422945
4382529,16.6649,79853981,1982562838392975
4385159,16.6749,79853981,1982772854363005
4387789,16.6849,79853981,1982982870333035
4390419,16.6949,79853981,1983192886303065
4393049,16.7049,79853981,1983402902273095
4395679,16.7149,79853981,1983612918243125
4398309,16.7249,79853981,1983822934213155
4400939,16.7349,79853981,1984032950183185
4403569,16.7449,79853981,1984242966153215
4406199,16.7549,79853981,1984452982123245
4408829,16.7649,79853981,1984662998093275
4411459,16.7749,79853981,1984873014063305
4414089,16.7849,79853981,1985083030033335
4416719,16.7949,79853981,1985293046003365
4419349,16.8049,79853981,1985503061973395
4421979,16.8149,79853981,1985713077943425
4424609,16.8249,79853981,1985923093913455
4427239,16.8349,79853981,1986133109883485
4429869,16.8449,79853981,1986343125853515
4432499,16.8549,79853981,1986553141823545
4435129,16.8649,79853981,1986763157793575
4437759,16.8749,79853981,1986973173763605
4440389,16.8849,79853981,1987183189733635
4443019,16.8949,79853981,1987393205703665
4445649,16.9049,79853981,1987603221673695
4448279,16.9149,79853981,1987813237643725
4450909,16.9249,79853981,1988023253613755
4453539,16.9349,79853981,1988233269583785
4456169,16.9449,79853981,1988443285553815
4458799,16.9549,79853981,1988653301523845
4461429,16.9649,79853981,1988863317493875
4464059,16.9749,79853981,1989073333463905
4466689,16.9849,79853981,1989283349433935
4469319,16.9949,79853981,1989493365403965
4471949,17.0049,79853981,1989703381373995
4474579,17.0149,79853981,1989913397344025
4477209,17.0249,79853981,1990123413314055
4479839,17.0349,79853981,1990333429284085
4482469,17.0449,79853981,1990543445254115
4485099,17.0549,79853981,1990753461224145
4487729,17.0649,79853981,1990963477194175
4490359,17.0749,79853981,1991173493164205
4492989,17.0849,79853981,1991383509134235
4495619,17.0949,79853981,1991593525104265
4498249,17.1049,79853981,1991803541074295
4500879,17.1149,79853981,1992013557044325
4503509,17.1249,79853981,1992223573014355
4506139,17.1349,79853981,1992433588984385
4508769,17.1449,79853981,1992643604954415
4511399,17.1549,79853981,1992853620924445
4514029,17.1649,79853981,1993063636894475
4516659,17.1749,79853981,1993273652864505
4519289,17.1849,79853981,1993483668834535
4521919,17.1949,79853981,1993693684804565
4524549,17.2049,79853981,1993903700774595
4527179,17.2149,79853981,1994113716744625
4529809,17.2249,79853981,1994323732714655
4532439,17.2349,79853981,1994533748684685
4535069,17.2449,79853981,1994743764654715
4537699,17.2549,79853981,1994953780624745
4540329,17.2649,79853981,1995163796594775
4542959,17.2749,79853981,1995373812564805
4545589,17.2849,79853981,1995583828534835
4548219,17.2949,79853981,1995793844504865
4550849,17.3049,79853981,1996003860474895
4553479,17.3149,79853981,1996213876444925
4556109,17.3249,79853981,1996423892414955
4558739,17.3349,79853981,1996633908384985
4561369,17.3449,79853981,1996843924355015
4563999,17.3549,79853981,1997053940325045
4566629,17.3649,79853981,1997263956295075
4569259,17.3749,79853981,1997473972265105
4571889,17.3849,79853981,1997683988235135
4574519,17.3949,79853981,1997894004205165
4577149,17.4049,79853981,1998104020175195
4579779,17.4149,79853981,1998314036145225
4582409,17.4249,79853981,1998524052115255
4585039,17.4349,79853981,1998734068085285
4587669,17.4449,79853981,1998944084055315
4590299,17.4549,79853981,1999154100025345
4592929,17.4649,79853981,1999364115995375
4595559,17.4749,79853981,1999574131965405
4598189,17.4849,79853981,1999784147935435
4600819,17.4949,79853981,1999994163905465
4603449,17.5049,79853981,2000204179875495
4606079,17.5149,79853981,2000414195845525
4608709,17.5249,79853981,2000624211815555
4611339,17.5349,79853981,2000834227785585
4613969,17.5449,79853981,2001044243755615
4616599,17.5549,79853981,2001254259725645
4619229,17.5649,79853981,2001464275695675
4621859,17.5749,79853981,2001674291665705
4624489,17.5849,79853981,2001884307635735
4627119,17.5949,79853981,2002094323605765
4629749,17.6049,79853981,2002304339575795
4632379,17.6149,79853981,2002514355545825
4635009,17.6249,79853981,2002724371515855
4637639,17.6349,79853981,2002934387485885
4640269,17.6450,79853981,2003144403455915
4642899,17.6550,79853981,2003354419425945
4645529,17.6650,79853981,2003564435395975
4648159,17.6750,79853981,2003774451366005
4650789,17.6850,79853981,2003984467336035
4653419,17.6950,79853981,2004194483306065
4656049,17.7050,79853981,2004404499276095
4658679,17.7150,79853981,2004614515246125
4661309,17.7250,79853981,2004824531216155
4663939,17.7350,79853981,2005034547186185
4666569,17.7450,79853981,2005244563156215
4669199,17.7550,79853981,2005454579126245
4671829,17.7650,79853981,2005664595096275
4674459,17.7750,79853981,2005874611066305
4677089,17.7850,79853981,2006084627036335
4679719,17.7950,79853981,2006294643006365
4682349,17.8050,79853981,2006504658976395
4684979,17.8150,79853981,2006714674946425
4687609,17.8250,79853981,2006924690916455
4690239,17.8350,79853981,2007134706886485
4692869,17.8450,79853981,2007344722856515
4695499,17.8550,79853981,2007554738826545
4698129,17.8650,79853981,2007764754796575
4700759,17.8750,79853981,2007974770766605
4703389,17.8850,79853981,2008184786736635
4706019,17.8950,79853981,2008394802706665
4708649,17.9050,79853981,2008604818676695
4711279,17.9150,79853981,2008814834646725
4713909,17.9250,79853981,2009024850616755
4716539,17.9350,79853981,2009234866586785
4719169,17.9450,79853981,2009444882556815
4721799,17.9550,79853981,2009654898526845
4724429,17.9650,79853981,2009864914496875
4727059,17.9750,79853981,2010074930466905
4729689,17.9850,79853981,2010284946436935
4732319,17.9950,79853981,2010494962406965
4734949,18.0050,79853981,2010704978376995
4737579,18.0150,79853981,2010914994347025
4740209,18.0250,79853981,2011125010317055
4742839,18.0350,79853981,2011335026287085
4745469,18.0450,79853981,2011545042257115
4748099,18.0550,79853981,2011755058227145
4750729,18.0650,79853981,2011965074197175
4753359,18.0750,79853981,2012175090167205
4755989,18.0850,79853981,2012385106137235
4758619,18.0950,79853981,2012595122107265
4761249,18.1050,79853981,2012805138077295
4763879,18.1150,79853981,2013015154047325
4766509,18.1250,79853981,2013225170017355
4769139,18.1350,79853981,2013435185987385
4771769,18.1450,79853981,2013645201957415
4774399,18.1550,79853981,2013855217927445
4777029,18.1650,79853981,2014065233897475
4779659,18.1750,79853981,2014275249867505
4782289,18.1850,79853981,2014485265837535
4784919,18.1950,79853981,2014695281807565
4787549,18.2050,79853981,2014905297777595
4790179,18.2150,79853981,2015115313747625
4792809,18.2250,79853981,2015325329717655
4795439,18.2350,79853981,2015535345687685
4798069,18.2450,79853981,2015745361657715
4800699,18.2550,79853981,2015955377627745
4803329,18.2650,79853981,2016165393597775
4805959,18.2750,79853981,2016375409567805
4808589,18.2850,79853981,2016585425537835
4811219,18.2950,79853981,2016795441507865
4813849,18.3050,79853981,2017005457477895
4816479,18.3150,79853981,2017215473447925
4819109,18.3250,79853981,2017425489417955
4821739,18.3350,79853981,2017635505387985
4824369,18.3450,79853981,2017845521358015
4826999,18.3550,79853981,2018055537328045
4829629,18.3650,79853981,2018265553298075
4832259,18.3750,79853981,2018475569268105
4834889,18.3850,79853981,2018685585238135
4837519,18.3950,79853981,2018895601208165
4840149,18.4050,79853981,2019105617178195
4842779,18.4150,79853981,2019315633148225
4845409,18.4250,79853981,2019525649118255
4848039,18.4350,79853981,2019735665088285
4850669,18.4450,79853981,2019945681058315
4853299,18.4550,79853981,2020155697028345
4855929,18.4650,79853981,2020365712998375
4858559,18.4750,79853981,2020575728968405
4861189,18.4850,79853981,2020785744938435
4863819,18.4950,79853981,2020995760908465
4866449,18.5050,79853981,2021205776878495
4869079,18.5150,79853981,2021415792848525
4871709,18.5250,79853981,2021625808818555
4874339,18.5350,79853981,2021835824788585
4876969,18.5450,79853981,2022045840758615
4879599,18.5550,79853981,2022255856728645
4882229,18.5650,79853981,2022465872698675
4884859,18.5750,79853981,2022675888668705
4887489,18.5850,79853981,2022885904638735
4890119,18.5950,79853981,2023095920608765
4892749,18.6050,79853981,2023305936578795
4895379,18.6150,79853981,2023515952548825
4898009,18.6250,79853981,2023725968518855
4900639,18.6350,79853981,2023935984488885
4903269,18.6450,79853981,2024146000458915
4905899,18.6550,79853981,2024356016428945
4908529,18.6650,79853981,2024566032398975
4911159,18.6750,79853981,2024776048369005
4913789,18.6850,79853981,2024986064339035
4916419,18.6950,79853981,2025196080309065
4919049,18.7050,79853981,2025406096279095
4921679,18.7150,79853981,2025616112249125
4924309,18.7250,79853981,2025826128219155
4926939,18.7350,79853981,2026036144189185
4929569,18.7450,79853981,2026246160159215
4932199,18.7550,79853981,2026456176129245
4934829,18.7650,79853981,2026666192099275
4937459,18.7750,79853981,2026876208069305
4940089,18.7850,79853981,2027086224039335
4942719,18.7950,79853981,2027296240009365
4945349,18.8050,79853981,2027506255979395
4947979,18.8150,79853981,2027716271949425
4950609,18.8250,79853981,2027926287919455
4953239,18.8350,79853981,2028136303889485
4955869,18.8450,79853981,2028346319859515
4958499,18.8550,79853981,2028556335829545
4961129,18.8650,79853981,2028766351799575
4963759,18.8750,79853981,2028976367769605
4966389,18.8850,79853981,2029186383739635
4969019,18.8950,79853981,2029396399709665
4971649,18.9050,79853981,2029606415679695
4974279,18.9150,79853981,2029816431649725
4976909,18.9250,79853981,2030026447619755
4979539,18.9350,79853981,2030236463589785
4982169,18.9450,79853981,2030446479559815
4984799,18.9550,79853981,2030656495529845
4987429,18.9651,79853981,2030866511499875
4990059,18.9751,79853981,2031076527469905
4992689,18.9851,79853981,2031286543439935
4995319,18.9951,79853981,2031496559409965
4997949,19.0051,79853981,2031706575379995
5000579,19.0151,79853981,2031916591350025
5003209,19.0251,79853981,2032126607320055
5005839,19.0351,79853981,2032336623290085
5008469,19.0451,79853981,2032546639260115
5011099,19.0551,79853981,2032756655230145
5013729,19.0651,79853981,2032966671200175
5016359,19.0751,79853981,2033176687170205
5018989,19.0851,79853981,2033386703140235
5021619,19.0951,79853981,2033596719110265
5024249,19.1051,79853981,2033806735080295
5026879,19.1151,79853981,2034016751050325
5029509,19.1251,79853981,2034226767020355
5032139,19.1351,79853981,2034436782990385
5034769,19.1451,79853981,2034646798960415
5037399,19.1551,79853981,2034856814930445
5040029,19.1651,79853981,2035066830900475
5042659,19.1751,79853981,2035276846870505
5045289,19.1851,79853981,2035486862840535
5047919,19.1951,79853981,2035696878810565
5050549,19.2051,79853981,2035906894780595
5053179,19.2151,79853981,2036116910750625
5055809,19.2251,79853981,2036326926720655
5058439,19.2351,79853981,2036536942690685
5061069,19.2451,79853981,2036746958660715
5063699,19.2551,79853981,2036956974630745
5066329,19.2651,79853981,2037166990600775
5068959,19.2751,79853981,2037377006570805
5071589,19.2851,79853981,2037587022540835
5074219,19.2951,79853981,2037797038510865
5076849,19.3051,79853981,2038007054480895
5079479,19.3151,79853981,2038217070450925
5082109,19.3251,79853981,2038427086420955
5084739,19.3351,79853981,2038637102390985
5087369,19.3451,79853981,2038847118361015
5089999,19.3551,79853981,2039057134331045
5092629,19.3651,79853981,2039267150301075
5095259,19.3751,79853981,2039477166271105
5097889,19.3851,79853981,2039687182241135
5100519,19.3951,79853981,2039897198211165
5103149,19.4051,79853981,2040107214181195
5105779,19.4151,79853981,2040317230151225
5108409,19.4251,79853981,2040527246121255
5111039,19.4351,79853981,2040737262091285
5113669,19.4451,79853981,2040947278061315
5116299,19.4551,79853981,2041157294031345
5118929,19.4651,79853981,2041367310001375
5121559,19.4751,79853981,2041577325971405
5124189,19.4851,79853981,2041787341941435
5126819,19.4951,79853981,2041997357911465
5129449,19.5051,79853981,2042207373881495
5132079,19.5151,79853981,2042417389851525
5134709,19.5251,79853981,2042627405821555
5137339,19.5351,79853981,2042837421791585
5139969,19.5451,79853981,2043047437761615
5142599,19.5551,79853981,2043257453731645
5145229,19.5651,79853981,2043467469701675
5147859,19.5751,79853981,2043677485671705
5150489,19.5851,79853981,2043887501641735
5153119,19.5951,79853981,2044097517611765
5155749,19.6051,79853981,2044307533581795
5158379,19.6151,79853981,2044517549551825
5161009,19.6251,79853981,2044727565521855
5163639,19.6351,79853981,2044937581491885
5166269,19.6451,79853981,2045147597461915
5168899,19.6551,79853981,2045357613431945
5171529,19.6651,79853981,2045567629401975
5174159,19.6751,79853981,2045777645372005
5176789,19.6851,79853981,2045987661342035
5179419,19.6951,79853981,2046197677312065
5182049,19.7051,79853981,2046407693282095
5184679,19.7151,79853981,2046617709252125
5187309,19.7251,79853981,2046827725222155
5189939,19.7351,79853981,2047037741192185
5192569,19.7451,79853981,2047247757162215
5195199,19.7551,79853981,2047457773132245
5197829,19.7651,79853981,2047667789102275
5200459,19.7751,79853981,2047877805072305
5203089,19.7851,79853981,2048087821042335
5205719,19.7951,79853981,2048297837012365
5208349,19.8051,79853981,2048507852982395
5210979,19.8151,79853981,2048717868952425
5213609,19.8251,79853981,2048927884922455
5216239,19.8351,79853981,2049137900892485
5218869,19.8451,79853981,2049347916862515
5221499,19.8551,79853981,2049557932832545
5224129,19.8651,79853981,2049767948802575
5226759,19.8751,79853981,2049977964772605
5229389,19.8851,79853981,2050187980742635
5232019,19.8951,79853981,2050397996712665
5234649,19.9051,79853981,2050608012682695
5237279,19.9151,79853981,2050818028652725
5239909,19.9251,79853981,2051028044622755
5242539,19.9351,79853981,2051238060592785
5245169,19.9451,79853981,2051448076562815
5247799,19.9551,79853981,2051658092532845
5250429,19.9651,79853981,2051868108502875
5253059,19.9751,79853981,2052078124472905
5255689,19.9851,79853981,2052288140442935
5258319,19.9951,79853981,2052498156412965
5260949,20.0051,79853981,2052708172382995
5263579,20.0151,79853981,2052918188353025
5266209,20.0251,79853981,2053128204323055
5268839,20.0351,79853981,2053338220293085
5271469,20.0451,79853981,2053548236263115
5274099,20.0551,79853981,2053758252233145
5276729,20.0651,79853981,2053968268203175
5279359,20.0751,79853981,2054178284173205
5281989,20.0851,79853981,2054388300143235
5284619,20.0951,79853981,2054598316113265
5287249,20.1051,79853981,2054808332083295
5289879,20.1151,79853981,2055018348053325
5292509,20.1251,79853981,2055228364023355
5295139,20.1351,79853981,2055438379993385
5297769,20.1451,79853981,2055648395963415
5300399,20.1551,79853981,2055858411933445
5303029,20.1651,79853981,2056068427903475
5305659,20.1751,79853981,2056278443873505
5308289,20.1851,79853981,2056488459843535
5310919,20.1951,79853981,2056698475813565
5313549,20.2051,79853981,2056908491783595
5316179,20.2151,79853981,2057118507753625
5318809,20.2251,79853981,2057328523723655
5321439,20.2351,79853981,2057538539693685
5324069,20.2451,79853981,2057748555663715
5326699,20.2551,79853981,2057958571633745
5329329,20.2651,79853981,2058168587603775
5331959,20.2752,79853981,2058378603573805
5334589,20.2852,79853981,2058588619543835
5337219,20.2952,79853981,2058798635513865
5339849,20.3052,79853981,2059008651483895
5342479,20.3152,79853981,2059218667453925
5345109,20.3252,79853981,2059428683423955
5347739,20.3352,79853981,2059638699393985
5350369,20.3452,79853981,2059848715364015
5352999,20.3552,79853981,2060058731334045
5355629,20.3652,79853981,2060268747304075
5358259,20.3752,79853981,2060478763274105
5360889,20.3852,79853981,2060688779244135
5363519,20.3952,79853981,2060898795214165
5366149,20.4052,79853981,2061108811184195
5368779,20.4152,79853981,2061318827154225
5371409,20.4252,79853981,2061528843124255
5374039,20.4352,79853981,2061738859094285
5376669,20.4452,79853981,2061948875064315
5379299,20.4552,79853981,2062158891034345
5381929,20.4652,79853981,2062368907004375
5384559,20.4752,79853981,2062578922974405
5387189,20.4852,79853981,2062788938944435
5389819,20.4952,79853981,2062998954914465
5392449,20.5052,79853981,2063208970884495
5395079,20.5152,79853981,2063418986854525
5397709,20.5252,79853981,2063629002824555
5400339,20.5352,79853981,2063839018794585
5402969,20.5452,79853981,2064049034764615
5405599,20.5552,79853981,2064259050734645
5408229,20.5652,79853981,2064469066704675
5410859,20.5752,79853981,2064679082674705
5413489,20.5852,79853981,2064889098644735
5416119,20.5952,79853981,2065099114614765
5418749,20.6052,79853981,2065309130584795
5421379,20.6152,79853981,2065519146554825
5424009,20.6252,79853981,2065729162524855
5426639,20.6352,79853981,2065939178494885
5429269,20.6452,79853981,2066149194464915
5431899,20.6552,79853981,2066359210434945
5434529,20.6652,79853981,2066569226404975
5437159,20.6752,79853981,2066779242375005
5439789,20.6852,79853981,2066989258345035
5442419,20.6952,79853981,2067199274315065
5445049,20.7052,79853981,2067409290285095
5447679,20.7152,79853981,2067619306255125
5450309,20.7252,79853981,2067829322225155
5452939,20.7352,79853981,2068039338195185
5455569,20.7452,79853981,2068249354165215
5458199,20.7552,79853981,2068459370135245
5460829,20.7652,79853981,2068669386105275
5463459,20.7752,79853981,2068879402075305
5466089,20.7852,79853981,2069089418045335
5468719,20.7952,79853981,2069299434015365
5471349,20.8052,79853981,2069509449985395
5473979,20.8152,79853981,2069719465955425
5476609,20.8252,79853981,2069929481925455
5479239,20.8352,79853981,2070139497895485
5481869,20.8452,79853981,2070349513865515
5484499,20.8552,79853981,2070559529835545
5487129,20.8652,79853981,2070769545805575
5489759,20.8752,79853981,2070979561775605
5492389,20.8852,79853981,2071189577745635
5495019,20.8952,79853981,2071399593715665
5497649,20.9052,79853981,2071609609685695
5500279,20.9152,79853981,2071819625655725
5502909,20.9252,79853981,2072029641625755
5505539,20.9352,79853981,2072239657595785
5508169,20.9452,79853981,2072449673565815
5510799,20.9552,79853981,2072659689535845
5513429,20.9652,79853981,2072869705505875
5516059,20.9752,79853981,2073079721475905
5518689,20.9852,79853981,2073289737445935
5521319,20.9952,79853981,2073499753415965
5523949,21.0052,79853981,2073709769385995
5526579,21.0152,79853981,2073919785356025
5529209,21.0252,79853981,2074129801326055
5531839,21.0352,79853981,2074339817296085
5534469,21.0452,79853981,2074549833266115
5537099,21.0552,79853981,2074759849236145
5539729,21.0652,79853981,2074969865206175
5542359,21.0752,79853981,2075179881176205
5544989,21.0852,79853981,2075389897146235
5547619,21.0952,79853981,2075599913116265
5550249,21.1052,79853981,2075809929086295
5552879,21.1152,79853981,2076019945056325
5555509,21.1252,79853981,2076229961026355
5558139,21.1352,79853981,2076439976996385
5560769,21.1452,79853981,2076649992966415
5563399,21.1552,79853981,2076860008936445
5566029,21.1652,79853981,2077070024906475
5568659,21.1752,79853981,2077280040876505
5571289,21.1852,79853981,2077490056846535
5573919,21.1952,79853981,2077700072816565
5576549,21.2052,79853981,2077910088786595
5579179,21.2152,79853981,2078120104756625
5581809,21.2252,79853981,2078330120726655
5584439,21.2352,79853981,2078540136696685
5587069,21.2452,79853981,2078750152666715
5589699,21.2552,79853981,2078960168636745
